ProductUrlProductNamePriceRatingsCapacity in tonsModelNameProductTypeBrandProductColorCoolingCapacityCompressorRemoteControlDustFilterPowerConsumptionPowerRequirementAutoRestart,Product Name,Price,Ratings,capacity_in_tons,model_name,product_type,brand,product_color,cooling_capacity,compressor,remote_control,dust_filter,power_consumption,power_requirement,Product_Url
,"Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White  (CS/CU-NU18YKY5W, Copper Condenser)","₹44,990",4.3,No value available,CS/CU-NU18YKY5W,Split,Panasonic,White,5100 W,Inverter Compressor,Yes,No value available,No value available,No value available,https://www.flipkart.com/panasonic-1-5-ton-5-star-split-inverter-ac-wi-fi-connect-white/p/itm86cc4ea6a661d?pid=ACNGHHH2YUCDY9AZ&lid=LSTACNGHHH2YUCDY9AZ1UBDVJ&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGHHH2YUCDY9AZ.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"LG Super Convertible 5-in-1 Cooling, 2023 Model 1.2 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection AC  - White  (RS-Q17XNXE, Copper Condenser)","₹33,990",4,No value available,RS-Q17XNXE,Split,LG,White,4340 W,Dual Inverter Comressor,Yes,No value available,No value available,No value available,https://www.flipkart.com/lg-super-convertible-5-in-1-cooling-2023-model-1-2-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-ac-white/p/itm58ec7e5512a72?pid=ACNGHAR5CKU4RUUP&lid=LSTACNGHAR5CKU4RUUPUTTGTJ&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGHAR5CKU4RUUP.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White  (AR18CYNZABE/AR18CYNZABENNA/AR18CYNZABEXNA, Copper Condenser)","₹42,599",4.1,No value available,AR18CYNZABE/AR18CYNZABENNA/AR18CYNZABEXNA,Split,SAMSUNG,White,5000 W,Digital Inverter Compressor,Yes,No value available,No value available,"AC 230 V, 50 Hz",https://www.flipkart.com/samsung-convertible-5-in-1-cooling-2023-model-1-5-ton-5-star-split-inverter-ac-white/p/itm8402ff1a817ea?pid=ACNGHRDQFGRZWRK2&lid=LSTACNGHRDQFGRZWRK23E0EE3&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_fs8gVehNo6FzHdCTybcJcdJ0A9E5E8HRtSNEIWLkydsHfZv0tMif4HJ%2BsqNTx5KcuDzhrfJ3ua6Jlauqb%2FEu9Q%3D%3D&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter i-sense Technology with Blue Fin Anti Corrosive Coating AC  - White, Gold  (AC 1.5T EI 18TINV3R32-GWA/AC 1.5T EI 18TINV3R32-GWB, Copper Condenser)","₹32,490",4,No value available,AC 1.5T EI 18TINV3R32-GWA/AC 1.5T EI 18TINV3R32-GWB,Split,Godrej,"White, Gold",5000 W,Single Rotary,Yes,No value available,No value available,No value available,https://www.flipkart.com/godrej-5-in-1-convertible-cooling-2023-model-1-5-ton-3-star-split-inverter-i-sense-technology-blue-fin-anti-corrosive-coating-ac-white-gold/p/itmf895eaabf4fd8?pid=ACNGK96ZMYVWCFEG&lid=LSTACNGK96ZMYVWCFEGKLGMRY&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGK96ZMYVWCFEG.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"realme TechLife 2023 Range 1.5 Ton 5 Star Split Inverter 4-in-1 Convertible with Flexi-Control Technology AC  - White  (155SIAA22BWR, Copper Condenser)","₹31,999",4.1,No value available,155SIAA22BWR,Split,realme TechLife,White,5100 W,Inverter Compressor,Yes,No value available,No value available,"AC 220 - 240 V, 50 Hz",https://www.flipkart.com/realme-techlife-2023-range-1-5-ton-5-star-split-inverter-4-in-1-convertible-flexi-control-technology-ac-white/p/itmc3050df439a7a?pid=ACNGKYHZFZFGKYQG&lid=LSTACNGKYHZFZFGKYQG1UJRKL&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGKYHZFZFGKYQG.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"Panasonic 1.5 Ton 4 Star Split Inverter AC with Wi-fi Connect  - White  (CS/CU-NU18YKY4W, Copper Condenser)","₹39,999",4.3,No value available,CS/CU-NU18YKY4W,Split,Panasonic,White,5100 W,Inverter Compressor,Yes,No value available,No value available,No value available,https://www.flipkart.com/panasonic-1-5-ton-4-star-split-inverter-ac-wi-fi-connect-white/p/itm2888f8a76a253?pid=ACNGHHH25JVKN5NG&lid=LSTACNGHHH25JVKN5NG5TJYNM&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGHHH25JVKN5NG.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White  (CS/CU-NU18XKYW5A, Copper Condenser)","₹46,990",4.2,No value available,CS/CU-NU18XKYW5A,Split,Panasonic,White,5100 W,Twin Rotary Compressor,Yes,No value available,No value available,No value available,https://www.flipkart.com/panasonic-1-5-ton-5-star-split-inverter-ac-wi-fi-connect-white/p/itmf721189c2f0f3?pid=ACNGGX9SRUTPUXZB&lid=LSTACNGGX9SRUTPUXZBSX0ARK&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=en_fs8gVehNo6FzHdCTybcJcdJ0A9E5E8HRtSNEIWLkydtkgokG%2BjQuU1yilhUfDN%2Fu0xxoAXfWVpsgKANEQlnwmw%3D%3D&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"MarQ by Flipkart 2023 Range 1 Ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology AC  - White  (103SIAA22BW, Copper Condenser)","₹27,499",4.2,No value available,103SIAA22BW,Split,MarQ by Flipkart,White,3500 W,Inverter Compressor,Yes,No value available,No value available,"AC 220 - 240 V, 50 Hz",https://www.flipkart.com/marq-flipkart-2023-range-1-ton-3-star-split-inverter-4-in-1-convertible-turbo-cool-technology-ac-white/p/itm7d81fe7d20936?pid=ACNGKYHZUDEUBFD3&lid=LSTACNGKYHZUDEUBFD3CUBTNO&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGKYHZUDEUBFD3.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"MarQ by Flipkart 2023 Range 1.5 Ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology AC  - White  (153SIAA22BW2, Copper Condenser)","₹28,999",4.2,No value available,153SIAA22BW2,Split,MarQ by Flipkart,White,4900 W,Rotary,Yes,No value available,No value available,"AC 220 - 240 V, 50 Hz",https://www.flipkart.com/marq-flipkart-2023-range-1-5-ton-3-star-split-inverter-4-in-1-convertible-turbo-cool-technology-ac-white/p/itm5ed62004ffc2f?pid=ACNGKYHZJGTVAGPK&lid=LSTACNGKYHZJGTVAGPKPLMDJD&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGKYHZJGTVAGPK.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"Whirlpool Convertible 4-in-1 Cooling 2023 Model 1.5 Ton 4 Star Split Inverter 6th Sense Technology AC  - White  (Magicool 15T 4S INV CNV S3I3AD0 (SAl18B43MCD0), Copper Condenser)","₹33,990",3.9,No value available,Magicool 15T 4S INV CNV S3I3AD0 (SAl18B43MCD0),Split,Whirlpool,White,5100 W,Single Rotary,Yes,No value available,No value available,"AC 240 V, 50 Hz",https://www.flipkart.com/whirlpool-convertible-4-in-1-cooling-2023-model-1-5-ton-4-star-split-inverter-6th-sense-technology-ac-white/p/itmb373c93b6949d?pid=ACNGHHW2FKC9KK98&lid=LSTACNGHHW2FKC9KK98KDY0CX&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGHHW2FKC9KK98.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1 Ton 3 Star Split Inverter AC  - White  (AR12CYLZABE/AR12CYLZABENNA/AR12CYLZABEXNA, Copper Condenser)","₹31,999",4.1,No value available,AR12CYLZABE/AR12CYLZABENNA/AR12CYLZABEXNA,Split,SAMSUNG,White,3300 W,Digital Inverter Compressor,Yes,No value available,No value available,"AC 230 V, 50 Hz",https://www.flipkart.com/samsung-convertible-5-in-1-cooling-2023-model-1-ton-3-star-split-inverter-ac-white/p/itm31714dd1b8106?pid=ACNGHRDQQPD9GAC5&lid=LSTACNGHRDQQPD9GAC5KACN1Y&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_fs8gVehNo6FzHdCTybcJcdJ0A9E5E8HRtSNEIWLkyduteiZtmiztehh2hMQZNN8TMLa86vJXX1dT3QzumWiJ7A%3D%3D&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"Whirlpool Convertible 4-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 6th Sense Technology AC  - White  (Magicool 15T 5S INV CNV S3I3AD0 (SAl18B53MCD0), Copper Condenser)","₹37,990",3.9,No value available,Magicool 15T 5S INV CNV S3I3AD0 (SAl18B53MCD0),Split,Whirlpool,White,5100 W,Single Rotary,Yes,No value available,No value available,"AC 240 V, 50 Hz",https://www.flipkart.com/whirlpool-convertible-4-in-1-cooling-2023-model-1-5-ton-5-star-split-inverter-6th-sense-technology-ac-white/p/itm633a13a71d882?pid=ACNGHHW2PHWHAYKB&lid=LSTACNGHHW2PHWHAYKB7LRDBW&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&spotlightTagId=FkPickId_j9e%2Fabm%2Fc54&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGHHW2PHWHAYKB.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","₹27,999",4.1,No value available,CAI09ER3R33F0,Split,CARRIER,White,2650 W,DC Inverter Compressor,Yes,No value available,No value available,"AC 230 V, 50 Hz",https://www.flipkart.com/carrier-0-8-ton-3-star-split-inverter-cold-catalyst-filter-auto-cleanser-2023-model-ac-white/p/itmd5ad93ed47a6a?pid=ACNGMPQXZQG3BRSX&lid=LSTACNGMPQXZQG3BRSXASHZ95&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGMPQXZQG3BRSX.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"CARRIER Convertible 4-in-1 Cooling 2023 Model 1 Ton 3 Star Split AI Flexicool Inverter Dual Filtration with HD & PM 2.5 Filter AC  - White  (12K ESTER EXi+ INVERTER R32 SPLIT AC_CAI12ER3R33F0, Copper Condenser)","₹30,990",4.1,No value available,12K ESTER EXi+ INVERTER R32 SPLIT AC_CAI12ER3R33F0,Split,CARRIER,White,3530 W,High EER Rotary,Yes,No value available,No value available,"AC 230 V, 50 Hz",https://www.flipkart.com/carrier-convertible-4-in-1-cooling-2023-model-1-ton-3-star-split-ai-flexicool-inverter-dual-filtration-hd-pm-2-5-filter-ac-white/p/itm916edf4223fa4?pid=ACNGHMTYSZ48EPN2&lid=LSTACNGHMTYSZ48EPN24TC5T8&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=dd5a2749-984d-42d5-8119-6ec50bb3ba0b.ACNGHMTYSZ48EPN2.SEARCH&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1 Ton 3 Star Split Inverter Wind Free AC  - White  (AR12CYLAMWK/AR12CYLAMWKNNA/AR12CYLAMWKXNA, Copper Condenser)","₹34,699",4.2,No value available,AR12CYLAMWK/AR12CYLAMWKNNA/AR12CYLAMWKXNA,Split,SAMSUNG,White,3300 W,Digital Inverter Compressor,Yes,No value available,No value available,"AC 230 V, 50 Hz",https://www.flipkart.com/samsung-convertible-5-in-1-cooling-2023-model-1-ton-3-star-split-inverter-wind-free-ac-white/p/itm22ce645861340?pid=ACNGHRDQXZWGYCWC&lid=LSTACNGHRDQXZWGYCWCCJVYVN&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_fs8gVehNo6FzHdCTybcJcdJ0A9E5E8HRtSNEIWLkydufLIoEaCYYk%2BWITHpfxMXpp1KtWCRzzojlqqcNR2azjg%3D%3D&ppt=None&ppn=None&ssid=qvjwoae0kw0000001682702002081&qH=fb2a25a33265e1ef
,"Blue Star Convertible 4 in 1 Cooling 2022 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","₹35,990",4.2,No value available,IA318FNU,Split,Blue Star,White,5150 W,Inverter Rotary,Yes,No value available,No value available,"AC 235 V, 50 Hz",https://www.flipkart.com/blue-star-convertible-4-1-cooling-2022-model-1-5-ton-3-split-inverter-multi-sensors-stabalizer-free-operation-self-diagnosis-dust-filter-ac-white/p/itm175cda9ee4598?pid=ACNGB663EA8ZESSU&lid=LSTACNGB663EA8ZESSU0DGMLT&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_TRKgx%2BBpDE6xUDwaQRNQGtzvb%2FZdN7ZOD3kjk9NNJ6YTceOi8VVvTXXoZVOjRUhKFP57%2Fv%2FezD2CQoajDEsHnw%3D%3D&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosis, Stabalizer Free Operation, Dust Filter AC  - White  (IC309RBTU, Copper Condenser)","₹28,999",4.2,No value available,IC309RBTU,Split,Blue Star,White,2640 W,Single Rotary,Yes,No value available,No value available,"AC 230 V, 50 Hz, 1 Phase",https://www.flipkart.com/blue-star-2023-model-0-8-ton-3-split-inverter-multi-sensors-self-clean-technology-diagnosis-stabalizer-free-operation-dust-filter-ac-white/p/itm96a767425b96f?pid=ACNFWQDESXK3EKHC&lid=LSTACNFWQDESXK3EKHCMHUILV&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_TRKgx%2BBpDE6xUDwaQRNQGtzvb%2FZdN7ZOD3kjk9NNJ6bc47%2FoahHjUdXF1YbaxW1JcHAq0J2hTpKULjEjumri1Q%3D%3D&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"Voltas 1.5 Ton 3 Star Split Inverter AC  - White  (183V Vectra Pride(4503445), Copper Condenser)","₹33,490",4.2,No value available,183V Vectra Pride(4503445),Split,Voltas,White,4800 W,High EER Rotary- BLDC,Yes,No value available,No value available,No value available,https://www.flipkart.com/voltas-1-5-ton-3-star-split-inverter-ac-white/p/itm1899f61b96cd2?pid=ACNGHUNG3FWVG7NJ&lid=LSTACNGHUNG3FWVG7NJWDIXNC&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=53656439-deae-4a48-80fb-021d603b2230.ACNGHUNG3FWVG7NJ.SEARCH&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"MarQ by Flipkart 2023 Range 1.5 Ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology AC  - White  (153SIAA22BW, Copper Condenser)","₹28,999",4.2,No value available,153SIAA22BW,Split,MarQ by Flipkart,White,5115 W,Inverter Compressor,Yes,No value available,No value available,"AC 220 - 240 V, 50 Hz",https://www.flipkart.com/marq-flipkart-2023-range-1-5-ton-3-star-split-inverter-4-in-1-convertible-turbo-cool-technology-ac-white/p/itm468809f2be7ea?pid=ACNGKYHZG7FHR46Z&lid=LSTACNGKYHZG7FHR46ZQO3GLX&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=53656439-deae-4a48-80fb-021d603b2230.ACNGKYHZG7FHR46Z.SEARCH&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"Whirlpool Convertible 4-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter 6th Sense Technology AC  - White  (Magicool 15T 3S INV S3K1PP0 (SAI17P33MCP0), Copper Condenser)","₹32,790",3.9,No value available,Magicool 15T 3S INV S3K1PP0 (SAI17P33MCP0),Split,Whirlpool,White,4900 W,Single Rotary,Yes,No value available,No value available,"AC 240 V, 50 Hz",https://www.flipkart.com/whirlpool-convertible-4-in-1-cooling-2023-model-1-5-ton-3-star-split-inverter-6th-sense-technology-ac-white/p/itm5b28d8d4d4654?pid=ACNGHUJBX5SYRXQQ&lid=LSTACNGHUJBX5SYRXQQ9BQVFP&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=53656439-deae-4a48-80fb-021d603b2230.ACNGHUJBX5SYRXQQ.SEARCH&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"Daikin 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White  (RKM50UV16U/MTKM50UV16U/RKM50UV16V/MTKM50UV16V, Copper Condenser)","₹45,490",4.2,No value available,RKM50UV16U/MTKM50UV16U/RKM50UV16V/MTKM50UV16V,Split,Daikin,White,5280 W,Swing Compressor,Yes,No value available,No value available,"AC 130 - 285 V, 50 Hz",https://www.flipkart.com/daikin-1-5-ton-5-star-split-inverter-ac-pm-2-5-filter-white/p/itm84f4a6e1680e9?pid=ACNGB2YAZEB79THV&lid=LSTACNGB2YAZEB79THVLGIGWW&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=53656439-deae-4a48-80fb-021d603b2230.ACNGB2YAZEB79THV.SEARCH&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split AI Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection AC  - White  (RS-Q19ENXE, Copper Condenser)","₹37,990",4,No value available,RS-Q19ENXE,Split,LG,White,5000 W,Dual Rotary Compressor,Yes,No value available,No value available,No value available,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2023-model-1-5-ton-3-star-split-dual-inverter-2-way-swing-hd-filter-anti-virus-protection-ac-white/p/itm832098a941398?pid=ACNGHBX44THKQGZQ&lid=LSTACNGHBX44THKQGZQSXO8S3&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=53656439-deae-4a48-80fb-021d603b2230.ACNGHBX44THKQGZQ.SEARCH&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"Blue Star 2 Ton 3 Star Split Inverter AC  - White  (IC324YNU, Copper Condenser)","₹47,990",4.8,No value available,IC324YNU,Split,Blue Star,White,6350 W,Rotary,Yes,No value available,No value available,"AC 230 V, 50 Hz",https://www.flipkart.com/blue-star-2-ton-3-split-inverter-ac-white/p/itm3693cb69855c6?pid=ACNGNFYF3ZZY3YQJ&lid=LSTACNGNFYF3ZZY3YQJCYKU9I&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_TRKgx%2BBpDE6xUDwaQRNQGtzvb%2FZdN7ZOD3kjk9NNJ6Yt5ae66BPaXSplqg4yXjjhCoELMRghT2iobt9jLjvVWg%3D%3D&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White  (CS/CU-NU18YKY5W, Copper Condenser)","₹44,990",4.3,No value available,CS/CU-NU18YKY5W,Split,Panasonic,White,5100 W,Inverter Compressor,Yes,No value available,No value available,No value available,https://www.flipkart.com/panasonic-1-5-ton-5-star-split-inverter-ac-wi-fi-connect-white/p/itm86cc4ea6a661d?pid=ACNGHHH2YUCDY9AZ&lid=LSTACNGHHH2YUCDY9AZ1UBDVJ&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=53656439-deae-4a48-80fb-021d603b2230.ACNGHHH2YUCDY9AZ.SEARCH&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"LG Super Convertible 5-in-1 Cooling, 2023 Model 1.2 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection AC  - White  (RS-Q17XNXE, Copper Condenser)","₹33,990",4,No value available,RS-Q17XNXE,Split,LG,White,4340 W,Dual Inverter Comressor,Yes,No value available,No value available,No value available,https://www.flipkart.com/lg-super-convertible-5-in-1-cooling-2023-model-1-2-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-ac-white/p/itm58ec7e5512a72?pid=ACNGHAR5CKU4RUUP&lid=LSTACNGHAR5CKU4RUUPUTTGTJ&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=53656439-deae-4a48-80fb-021d603b2230.ACNGHAR5CKU4RUUP.SEARCH&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter i-sense Technology with Blue Fin Anti Corrosive Coating AC  - White, Gold  (AC 1.5T EI 18TINV3R32-GWA/AC 1.5T EI 18TINV3R32-GWB, Copper Condenser)","₹32,490",4,No value available,AC 1.5T EI 18TINV3R32-GWA/AC 1.5T EI 18TINV3R32-GWB,Split,Godrej,"White, Gold",5000 W,Single Rotary,Yes,No value available,No value available,No value available,https://www.flipkart.com/godrej-5-in-1-convertible-cooling-2023-model-1-5-ton-3-star-split-inverter-i-sense-technology-blue-fin-anti-corrosive-coating-ac-white-gold/p/itmf895eaabf4fd8?pid=ACNGK96ZMYVWCFEG&lid=LSTACNGK96ZMYVWCFEGKLGMRY&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=53656439-deae-4a48-80fb-021d603b2230.ACNGK96ZMYVWCFEG.SEARCH&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1 Ton 3 Star Split Inverter Wind Free AC with Wi-fi Connect  - White  (AR12CYLANWK/AR12CYLANWKNNA/AR12CYLANWKXNA, Copper Condenser)","₹34,699",4.1,No value available,AR12CYLANWK/AR12CYLANWKNNA/AR12CYLANWKXNA,Split,SAMSUNG,White,3300 W,Digital Inverter Compressor,Yes,No value available,No value available,"AC 230 V, 50 Hz",https://www.flipkart.com/samsung-convertible-5-in-1-cooling-2023-model-1-ton-3-star-split-inverter-wind-free-ac-wi-fi-connect-white/p/itm3fdd774184c9a?pid=ACNGHRDQJT9XPHE2&lid=LSTACNGHRDQJT9XPHE21UUTYO&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_TRKgx%2BBpDE6xUDwaQRNQGtzvb%2FZdN7ZOD3kjk9NNJ6Z4PLJRNLRR6kLiuylXOmQFp3DRHJO7k6sfV6xEbSuNMg%3D%3D&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
,"MarQ by Flipkart 2023 Range 1 Ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology AC  - White  (103SIAA22BW, Copper Condenser)","₹27,499",4.2,No value available,103SIAA22BW,Split,MarQ by Flipkart,White,3500 W,Inverter Compressor,Yes,No value available,No value available,"AC 220 - 240 V, 50 Hz",https://www.flipkart.com/marq-flipkart-2023-range-1-ton-3-star-split-inverter-4-in-1-convertible-turbo-cool-technology-ac-white/p/itm7d81fe7d20936?pid=ACNGKYHZUDEUBFD3&lid=LSTACNGKYHZUDEUBFD3CUBTNO&marketplace=FLIPKART&q=air+conditioner&store=j9e%2Fabm%2Fc54&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=53656439-deae-4a48-80fb-021d603b2230.ACNGKYHZUDEUBFD3.SEARCH&ppt=None&ppn=None&ssid=r31tcd8cxc0000001682702049117&qH=fb2a25a33265e1ef
